disease,drug_name,drug_id,confidence,novelty_level,novelty_score,is_known_treatment,combined_score,pillars_hit,pubmed_articles,pubmed_treatment,pubmed_repurposing,clinical_trials,faers_signal,faers_cooccurrences,faers_total_reports,signature_reversal,signature_rank,shared_targets,direct_relations,max_citations,mol_similarity,similar_to,transe_rank,mr_score,mr_genetic_targets,mechanistic_hypothesis,ai_hypothesis,novelty_interpretation,confidence_reasons
Inflammatory bowel disease,Doxorubicin,DB00997,HIGH,KNOWN,0.84,False,1.133,5,21,19,0,0,moderate,10,105620,False,0,0,0,551,0,,100,0.7505,23,,of its anti-inflammatory properties.,"Known association with moderate evidence (21 articles, 0 trials). Already being studied.","21 PubMed articles found; Supported by 5 independent AI pillars; Moderate FAERS signal: 10 adverse event reports mention drug-disease co-occurrence; Highly cited paper (551 citations): ""Computational Repositioning of the Anticonvulsant Topiramate...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.75, 23 genetic targets)"
Inflammatory bowel disease,Azithromycin,DB00207,HIGH,KNOWN,0.66,False,1.1322,4,21,20,0,3,moderate,6,75824,False,0,0,0,551,0,,178,0.7003,3,,of its anti-inflammatory properties.,"Known association with moderate evidence (21 articles, 3 trials). Already being studied.","3 clinical trial(s) found on ClinicalTrials.gov; 21 PubMed articles found; Supported by 4 independent AI pillars; Moderate FAERS signal: 6 adverse event reports mention drug-disease co-occurrence; Highly cited paper (551 citations): ""Computational Repositioning of the Anticonvulsant Topiramate...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.70, 3 genetic targets)"
Inflammatory bowel disease,Metformin,DB00331,HIGH,KNOWN,0.78,False,1.1263,4,60,56,4,4,moderate,78,419458,False,0,0,0,27,0,,12,0.7582,16,,of its anti-inflammatory properties.,"Known association with moderate evidence (60 articles, 4 trials). Already being studied.","4 clinical trial(s) found on ClinicalTrials.gov; 60 PubMed articles on this drug-disease pair; 4 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 78 adverse event reports mention drug-disease co-occurrence; Supporting paper with 27 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.76, 16 genetic targets)"
Inflammatory bowel disease,Mesalazine,DB00244,HIGH,ESTABLISHED,0.24,True,1.1256,4,663,627,4,10,moderate,39,8101,False,0,0,0,551,0,,17,0.7354,6,,of its anti-inflammatory properties.,"Well-established drug-disease relationship (663 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 663 PubMed articles on this drug-disease pair; 4 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 39 adverse event reports mention drug-disease co-occurrence; Highly cited paper (551 citations): ""Computational Repositioning of the Anticonvulsant Topiramate...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.74, 6 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Inflammatory bowel disease,Calcitriol,DB00136,HIGH,ESTABLISHED,0.48,True,1.1221,6,144,81,0,2,weak,2,19955,False,0,0,0,551,0.6418,Cholecalciferol,127,0.7883,12,,of its anti-inflammatory properties.,"Well-established drug-disease relationship (144 articles, 2 trials). Not a repurposing candidate.","2 clinical trial(s) found on ClinicalTrials.gov; 144 PubMed articles on this drug-disease pair; Supported by 6 independent AI pillars; High molecular similarity (0.64) to Cholecalciferol; Highly cited paper (551 citations): ""Computational Repositioning of the Anticonvulsant Topiramate...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.79, 12 genetic targets)"
Leishmaniasis,Clarithromycin,DB01211,HIGH,EMERGING,0.85,False,1.0946,4,13,10,1,0,moderate,8,36481,False,0,0,0,3,0.7386,Azithromycin,12,0,0,,,"Emerging repurposing candidate. Some evidence exists (13 articles, 1 mention repurposing) but not yet validated in trials.",13 PubMed articles found; 1 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; High molecular similarity (0.74) to Azithromycin; Moderate FAERS signal: 8 adverse event reports mention drug-disease co-occurrence; AI analysis of 1 abstract(s) found positive treatment signals
Leishmaniasis,Erythromycin,DB00199,HIGH,KNOWN,0.7,False,1.0847,4,32,29,0,2,none,0,20108,False,0,0,0,26,0.7816,Azithromycin,54,0,0,,,"Known association with moderate evidence (32 articles, 2 trials). Already being studied.",2 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 32 PubMed articles found; Supported by 4 independent AI pillars; High molecular similarity (0.78) to Azithromycin; CAUTION: Drug had terminated/withdrawn trials (Phase 3) for this disease; Supporting paper with 26 citations
Leishmaniasis,Framycetin,DB00452,LOW,NOVEL,0.8,False,1.0528,3,1,1,0,0,none,0,708,False,0,0,0,1039,0.9762,Paromomycin,1015,0,0,,,Novel prediction with minimal existing evidence (1 articles). Computational support suggests this warrants investigation.,"1 PubMed article(s) - limited literature; Supported by 3 independent AI pillars; High molecular similarity (0.98) to Paromomycin; Highly cited paper (1039 citations): ""Cutaneous Leishmaniasis..."""
Leishmaniasis,Itraconazole,DB01167,MEDIUM,KNOWN,0.7,False,1.05,2,139,131,7,0,weak,2,9070,False,0,0,0,19,0,,2,0,0,,,"Known association with moderate evidence (139 articles, 0 trials). Already being studied.",139 PubMed articles on this drug-disease pair; 7 article(s) specifically mention repurposing/repositioning; Supported by 2 independent AI pillars
Leishmaniasis,Ketoconazole,DB01026,MEDIUM,KNOWN,0.7,False,1.0448,2,165,160,5,0,weak,1,14764,False,0,0,0,32,0,,6,0,0,,,"Known association with moderate evidence (165 articles, 0 trials). Already being studied.",165 PubMed articles on this drug-disease pair; 5 article(s) specifically mention repurposing/repositioning; Supported by 2 independent AI pillars; Supporting paper with 32 citations
Leishmaniasis,Rifapentine,DB01201,MEDIUM,EMERGING,0.85,False,1.0436,3,2,2,1,0,none,0,373,False,0,0,0,328,0.87,Rifampicin,680,0,0,,,"Emerging repurposing candidate. Some evidence exists (2 articles, 1 mention repurposing) but not yet validated in trials.","2 PubMed article(s) - limited literature; 1 article(s) specifically mention repurposing/repositioning; Supported by 3 independent AI pillars; High molecular similarity (0.87) to Rifampicin; Highly cited paper (328 citations): ""Four-Month Rifapentine Regimens with or without Moxifloxacin..."""
Leishmaniasis,Gefitinib,DB00317,MEDIUM,NOVEL,0.9,False,1.0414,3,0,0,0,0,none,0,2020,True,2,0,0,161,0,,630,0,0,,,Novel prediction with minimal existing evidence (0 articles). Computational support suggests this warrants investigation.,"Supported by 3 independent AI pillars; Drug ranks #2 for reversing disease gene signature (L1000CDS2 biological evidence); Highly cited paper (161 citations): ""Aberrant m5C hypermethylation mediates intrinsic resistance ..."""
Leishmaniasis,Pentamidine,DB00738,HIGH,ESTABLISHED,0.35,True,1.0394,2,536,497,8,8,moderate,16,4368,False,0,0,0,35,0,,14,0,0,,,"Well-established drug-disease relationship (536 articles, 8 trials). Not a repurposing candidate.","8 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 536 PubMed articles on this drug-disease pair; 8 article(s) specifically mention repurposing/repositioning; Supported by 2 independent AI pillars; Moderate FAERS signal: 16 adverse event reports mention drug-disease co-occurrence; Supporting paper with 35 citations; AI analysis of 1 abstract(s) found positive treatment signals; NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Leishmaniasis,Azithromycin,DB00207,HIGH,KNOWN,0.65,False,1.0341,2,34,33,1,1,moderate,14,75824,False,0,0,0,7,0,,19,0,0,,,"Known association with moderate evidence (34 articles, 1 trials). Already being studied.",1 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 34 PubMed articles found; 1 article(s) specifically mention repurposing/repositioning; Supported by 2 independent AI pillars; WARNING: Drug FAILED Phase 3 trial(s) for this disease (1 terminated/withdrawn); Moderate FAERS signal: 14 adverse event reports mention drug-disease co-occurrence
Leishmaniasis,Amphotericin B,DB00681,HIGH,ESTABLISHED,0.2,True,1.0299,2,2312,2203,24,10,strong,167,15089,False,0,0,0,35,0,,4,0,0,,,"Well-established drug-disease relationship (2312 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 2311 PubMed articles on this drug-disease pair; 24 article(s) specifically mention repurposing/repositioning; Supported by 2 independent AI pillars; Strong FAERS signal: 167 adverse event reports link drug to disease (15089 total reports); Supporting paper with 35 citations; AI analysis of 1 abstract(s) found positive treatment signals; NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Leukemia,Doxorubicin,DB00997,HIGH,ESTABLISHED,0.24,True,1.2814,6,6090,5175,9,10,strong,4889,105620,False,0,0,0,38,0.8533,Daunorubicin,2,0.8334,17,,of its ability to induce apoptosis in leukemic cells.,"Well-established drug-disease relationship (6090 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 6090 PubMed articles on this drug-disease pair; 9 article(s) specifically mention repurposing/repositioning; Supported by 6 independent AI pillars; High molecular similarity (0.85) to Daunorubicin; Strong FAERS signal: 4889 adverse event reports link drug to disease (105620 total reports); Supporting paper with 38 citations; AI analysis of 1 abstract(s) found positive treatment signals; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.83, 17 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Leukemia,Epirubicin,DB00445,HIGH,ESTABLISHED,0.36,True,1.2445,6,267,238,0,6,strong,791,23228,False,0,0,0,3,0.8533,Daunorubicin,75,0.8503,12,,of its anti-proliferative and anti-apoptotic effects.,"Well-established drug-disease relationship (267 articles, 6 trials). Not a repurposing candidate.","6 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 267 PubMed articles on this drug-disease pair; Supported by 6 independent AI pillars; High molecular similarity (0.85) to Daunorubicin; Strong FAERS signal: 791 adverse event reports link drug to disease (23228 total reports); AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.85, 12 genetic targets)"
Leukemia,Vincristine,DB00541,HIGH,ESTABLISHED,0.24,True,1.2124,6,6631,6152,11,10,strong,4872,101510,False,0,0,0,75,0.7477,Vindesine,12,0.7912,7,,of its anti-proliferative and anti-apoptotic effects.,"Well-established drug-disease relationship (6631 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 6631 PubMed articles on this drug-disease pair; 11 article(s) specifically mention repurposing/repositioning; Supported by 6 independent AI pillars; High molecular similarity (0.75) to Vindesine; Strong FAERS signal: 4872 adverse event reports link drug to disease (101510 total reports); Supporting paper with 75 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.79, 7 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Leukemia,Methotrexate,DB00563,HIGH,ESTABLISHED,0.12,True,1.211,4,7887,7120,2,10,strong,5227,490158,False,0,0,0,104,0,,9,0.8554,4,,of its anti-inflammatory and anti-proliferative properties.,"Well-established drug-disease relationship (7887 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 7887 PubMed articles on this drug-disease pair; 2 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Strong FAERS signal: 5227 adverse event reports link drug to disease (490158 total reports); Highly cited paper (104 citations): ""SHMT inhibition is effective and synergizes with methotrexat...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.86, 4 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Leukemia,Sirolimus,DB00877,HIGH,ESTABLISHED,0.36,True,1.2045,5,475,416,3,10,strong,163,13389,False,0,0,0,18,0,,30,0.8291,12,,of its anti-leukemic effect.,"Well-established drug-disease relationship (475 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; 475 PubMed articles on this drug-disease pair; 3 article(s) specifically mention repurposing/repositioning; Supported by 5 independent AI pillars; Strong FAERS signal: 163 adverse event reports link drug to disease (13389 total reports); AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.83, 12 genetic targets)"
Leukemia,"5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one",DB07352,MEDIUM,BREAKTHROUGH,1.0,False,1.2036000490188599,4,0,0,0,0,none,0,0,False,0,0,0,5,0.7778,Luteolin,4,0.855,1,,of its ability to inhibit the proliferation of leukemia cells.,No published evidence found for this drug-disease pair. Strong computational prediction suggests a potential new discovery. Requires experimental validation.,"Supported by 4 independent AI pillars; High molecular similarity (0.78) to Luteolin; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.85, 1 genetic targets)"
Leukemia,Bafetinib,DB11851,HIGH,KNOWN,0.84,False,1.1893999576568604,4,39,37,0,2,none,0,4,False,0,0,0,57,0,,107,0.7961,1,,of its unique mechanism of action.,"Known association with moderate evidence (39 articles, 2 trials). Already being studied.","2 clinical trial(s) found on ClinicalTrials.gov; 39 PubMed articles found; Supported by 4 independent AI pillars; Supporting paper with 57 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.80, 1 genetic targets)"
Leukemia,Gemcitabine,DB00441,HIGH,ESTABLISHED,0.36,True,1.1858,4,405,362,5,10,strong,903,55279,False,0,0,0,20,0,,19,0.7429,19,,of its ability to induce apoptosis and to inhibit cell proliferation.,"Well-established drug-disease relationship (405 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; 405 PubMed articles on this drug-disease pair; 5 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Strong FAERS signal: 903 adverse event reports link drug to disease (55279 total reports); AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.74, 19 genetic targets)"
Leukemia,Dexamethasone,DB01234,HIGH,ESTABLISHED,0.24,True,1.1794,5,3171,2662,7,10,strong,4342,312749,False,0,0,0,15,0,,8,0.8032,10,,of its anti-inflammatory and anti-apoptotic properties.,"Well-established drug-disease relationship (3171 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 3171 PubMed articles on this drug-disease pair; 7 article(s) specifically mention repurposing/repositioning; Supported by 5 independent AI pillars; Strong FAERS signal: 4342 adverse event reports link drug to disease (312749 total reports); AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.80, 10 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Liver cirrhosis,Sirolimus,DB00877,HIGH,KNOWN,0.84,False,1.1518,5,90,87,0,5,none,0,13389,False,0,0,0,22,0,,46,0.6386,4,,of its anti-fibrotic effect.,"Known association with moderate evidence (90 articles, 5 trials). Already being studied.",5 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 90 PubMed articles on this drug-disease pair; Supported by 5 independent AI pillars; Supporting paper with 22 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.64)
Liver cirrhosis,Testosterone,DB00624,HIGH,KNOWN,0.66,False,1.1481,5,404,185,0,4,none,0,30252,False,0,0,0,6,0,,79,0.6715,5,,of its anti-inflammatory and antioxidant properties.,"Known association with moderate evidence (404 articles, 4 trials). Already being studied.",4 clinical trial(s) found on ClinicalTrials.gov; 404 PubMed articles on this drug-disease pair; Supported by 5 independent AI pillars; Note: Drug had early-phase trial failures for this disease; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.67)
Liver cirrhosis,Hypochlorous Acid,DB14135,MEDIUM,NOVEL,1.0,False,1.1473000049591064,3,6,2,0,0,none,0,109,False,0,0,0,122,0,,194,0.8921,1,,of its antimicrobial properties.,Novel prediction with minimal existing evidence (6 articles). Computational support suggests this warrants investigation.,"6 PubMed article(s) - limited literature; Supported by 3 independent AI pillars; Highly cited paper (122 citations): ""Hypochlorous acid-mediated mitochondrial dysfunction and apo...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.89, 1 genetic targets)"
Liver cirrhosis,Acetylsalicylic acid,DB00945,HIGH,KNOWN,0.84,False,1.1376,4,24,16,1,3,none,0,93295,False,0,0,0,57,0,,35,0.8378,2,,of its anti-inflammatory and antioxidant properties.,"Known association with moderate evidence (24 articles, 3 trials). Already being studied.","3 clinical trial(s) found on ClinicalTrials.gov; 24 PubMed articles found; 1 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Supporting paper with 57 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.84, 2 genetic targets)"
Liver cirrhosis,Simvastatin,DB00641,HIGH,KNOWN,0.66,False,1.1235,4,72,68,0,10,none,0,210219,False,0,0,0,19,0,,29,0.6511,6,,of its anti-inflammatory and antioxidant properties.,"Known association with moderate evidence (72 articles, 10 trials). Already being studied.",10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 72 PubMed articles on this drug-disease pair; Supported by 4 independent AI pillars; AI analysis of 1 abstract(s) found positive treatment signals; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.65)
Liver cirrhosis,Dexamethasone,DB01234,HIGH,KNOWN,0.66,False,1.1114,4,104,72,0,3,none,0,312749,False,0,0,0,7,0,,15,0.6212,14,,of its anti-inflammatory and anti-fibrotic effects.,"Known association with moderate evidence (104 articles, 3 trials). Already being studied.",3 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 104 PubMed articles on this drug-disease pair; Supported by 4 independent AI pillars; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.62)
Liver cirrhosis,Estradiol,DB00783,HIGH,KNOWN,0.66,False,1.1108,5,280,99,0,1,none,0,75391,False,0,0,0,11,0,,51,0.6812,11,,of its anti-inflammatory and antioxidant properties.,"Known association with moderate evidence (280 articles, 1 trials). Already being studied.",1 clinical trial(s) found on ClinicalTrials.gov; 280 PubMed articles on this drug-disease pair; Supported by 5 independent AI pillars; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.68)
Liver cirrhosis,(+)-Ursolic Acid,DB15588,MEDIUM,NOVEL,1.0,False,1.1085000038146973,3,19,18,0,0,none,0,14,False,0,0,0,50,0,,32,0.7563,1,,of its anti-inflammatory and antioxidant properties.,Novel prediction with minimal existing evidence (19 articles). Computational support suggests this warrants investigation.,"19 PubMed articles found; Supported by 3 independent AI pillars; Supporting paper with 50 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.76, 1 genetic targets)"
Liver cirrhosis,Linoleic Acid,DB14104,HIGH,NOVEL,1.0,False,1.1019999980926514,3,58,25,0,0,none,0,283,False,0,0,0,33,0,,170,0.7563,1,,of its anti-inflammatory and antioxidant properties.,Novel prediction with minimal existing evidence (58 articles). Computational support suggests this warrants investigation.,"58 PubMed articles on this drug-disease pair; Supported by 3 independent AI pillars; Supporting paper with 33 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.76, 1 genetic targets)"
Liver cirrhosis,Minocycline,DB01017,HIGH,EMERGING,0.9,False,1.0951999425888062,5,25,23,1,0,none,0,17797,False,0,0,0,481,0.5972,Chlortetracycline,125,0.5387,1,,of its anti-inflammatory and antioxidant properties.,"Emerging repurposing candidate. Some evidence exists (25 articles, 1 mention repurposing) but not yet validated in trials.","25 PubMed articles found; 1 article(s) specifically mention repurposing/repositioning; Supported by 5 independent AI pillars; High molecular similarity (0.60) to Chlortetracycline; Highly cited paper (481 citations): ""Drug‐induced autoimmune hepatitis: Clinical characteristics ...""; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.54)"
Lung cancer,Sirolimus,DB00877,HIGH,ESTABLISHED,0.42,True,1.2661,6,229,212,0,10,moderate,31,13389,False,0,0,0,34,0.8421,Temsirolimus,22,0.7917,10,,of its anti-angiogenic properties.,"Well-established drug-disease relationship (229 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; 210 PubMed articles on this drug-disease pair; Supported by 6 independent AI pillars; High molecular similarity (0.84) to Temsirolimus; Moderate FAERS signal: 31 adverse event reports mention drug-disease co-occurrence; Supporting paper with 34 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.79, 10 genetic targets)"
Lung cancer,Epigallocatechin gallate,DB12116,HIGH,ESTABLISHED,0.48,True,1.2407,4,139,115,0,6,none,0,19,False,0,0,0,22,0,,5,0.7533,3,,of its antioxidant and anti-inflammatory properties.,"Well-established drug-disease relationship (139 articles, 6 trials). Not a repurposing candidate.","6 clinical trial(s) found on ClinicalTrials.gov; 127 PubMed articles on this drug-disease pair; Supported by 4 independent AI pillars; Supporting paper with 22 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.75, 3 genetic targets)"
Lung cancer,(+)-Ursolic Acid,DB15588,HIGH,KNOWN,0.84,False,1.2338000535964966,3,67,54,0,0,none,0,14,False,0,0,0,740,0,,165,0.9337,1,,of its anti-inflammatory and anti-oxidant properties.,"Known association with moderate evidence (67 articles, 0 trials). Already being studied.","57 PubMed articles on this drug-disease pair; Supported by 3 independent AI pillars; Highly cited paper (740 citations): ""Discovery and Preclinical Validation of Drug Indications Usi...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.93, 1 genetic targets)"
Lung cancer,Docetaxel,DB01248,HIGH,ESTABLISHED,0.06,True,1.2261,5,3432,3328,5,10,moderate,447,69227,False,0,0,0,8525,0.7677,Paclitaxel,125,0.8326,5,,of its unique mechanism of action.,"Well-established drug-disease relationship (3432 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 3290 PubMed articles on this drug-disease pair; 5 article(s) specifically mention repurposing/repositioning; Supported by 5 independent AI pillars; High molecular similarity (0.77) to Paclitaxel; Moderate FAERS signal: 447 adverse event reports mention drug-disease co-occurrence; Highly cited paper (8525 citations): ""Nivolumab versus Docetaxel in Advanced Nonsquamous Non-Small...""; AI analysis of 1 abstract(s) found positive treatment signals; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.83, 5 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Lung cancer,Isotretinoin,DB00982,HIGH,KNOWN,0.72,False,1.2228,6,46,45,0,5,weak,2,15190,False,0,0,0,295,1.0,Tretinoin,91,0.696,2,,of its anti-proliferative and pro-apoptotic effects.,"Known association with moderate evidence (46 articles, 5 trials). Already being studied.","5 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 42 PubMed articles found; Supported by 6 independent AI pillars; High molecular similarity (1.00) to Tretinoin; Highly cited paper (295 citations): ""Randomized phase III intergroup trial of isotretinoin to pre...""; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.70)"
Lung cancer,Kaempherol,DB01852,MEDIUM,NOVEL,1.0,False,1.2187999486923218,4,0,0,0,0,none,0,0,False,0,0,0,173,0,,60,0.9337,1,,of its ability to inhibit the proliferation of lung cancer cells.,Novel prediction with minimal existing evidence (0 articles). Computational support suggests this warrants investigation.,"Supported by 4 independent AI pillars; Highly cited paper (173 citations): ""Lung cancer prediction by Deep Learning to identify benign l...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.93, 1 genetic targets)"
Lung cancer,Geldanamycin,DB02424,HIGH,KNOWN,0.84,False,1.2149,5,54,46,1,1,none,0,0,False,0,0,0,81,0.759,Alvespimycin,109,0.6263,2,,of its ability to inhibit Hsp90.,"Known association with moderate evidence (54 articles, 1 trials). Already being studied.",1 clinical trial(s) found on ClinicalTrials.gov; 43 PubMed articles found; 1 article(s) specifically mention repurposing/repositioning; Supported by 5 independent AI pillars; High molecular similarity (0.76) to Alvespimycin; Supporting paper with 81 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.63)
Lung cancer,Perifosine,DB06641,HIGH,KNOWN,0.72,False,1.2029999494552612,3,20,17,0,2,none,0,29,False,0,0,0,101,0,,184,0.793,1,,of its ability to inhibit the proliferation of cancer cells.,"Known association with moderate evidence (20 articles, 2 trials). Already being studied.","2 clinical trial(s) found on ClinicalTrials.gov; 18 PubMed articles found; Supported by 3 independent AI pillars; Highly cited paper (101 citations): ""The alkylphospholipid perifosine induces apoptosis of human ...""; AI analysis of 2 abstract(s) found positive treatment signals; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.79, 1 genetic targets)"
Lung cancer,Fluorouracil,DB00544,HIGH,ESTABLISHED,0.3,True,1.1986,4,1091,988,3,10,moderate,54,85327,False,0,0,0,52,0,,16,0.8126,8,,of its ability to inhibit the proliferation of cancer cells.,"Well-established drug-disease relationship (1091 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 902 PubMed articles on this drug-disease pair; 3 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 54 adverse event reports mention drug-disease co-occurrence; Supporting paper with 52 citations; AI analysis of 1 abstract(s) found positive treatment signals; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.81, 8 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Lung cancer,Doxorubicin,DB00997,HIGH,ESTABLISHED,0.24,True,1.1986,4,2905,2574,12,10,moderate,203,105620,False,0,0,0,89,0,,1,0.8058,12,,of its ability to induce apoptosis and inhibit cell proliferation.,"Well-established drug-disease relationship (2905 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 2423 PubMed articles on this drug-disease pair; 10 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 203 adverse event reports mention drug-disease co-occurrence; Supporting paper with 89 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.81, 12 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Lupus,Betamethasone,DB00443,HIGH,KNOWN,0.72,False,1.2405,5,87,81,1,1,strong,549,32597,False,0,0,0,3,1.0,Dexamethasone,108,0.7165,21,,of its anti-inflammatory and immunomodulatory properties.,"Known association with moderate evidence (87 articles, 1 trials). Already being studied.","1 clinical trial(s) found on ClinicalTrials.gov; 87 PubMed articles on this drug-disease pair; 1 article(s) specifically mention repurposing/repositioning; Supported by 5 independent AI pillars; High molecular similarity (1.00) to Dexamethasone; Strong FAERS signal: 549 adverse event reports link drug to disease (32597 total reports); AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.72, 21 genetic targets)"
Lupus,Doxorubicin,DB00997,HIGH,NOVEL,0.96,False,1.161,5,55,48,0,0,moderate,63,105620,False,0,0,0,11,0,,29,0.6316,23,,of its ability to induce apoptosis in B cells.,Novel prediction with minimal existing evidence (55 articles). Computational support suggests this warrants investigation.,55 PubMed articles on this drug-disease pair; Supported by 5 independent AI pillars; Moderate FAERS signal: 63 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.63)
Lupus,Budesonide,DB01222,MEDIUM,NOVEL,1.0,False,1.1535,5,9,8,0,0,moderate,430,57606,False,0,0,0,1,0,,90,0.6976,10,,of its anti-inflammatory and immunosuppressive properties.,Novel prediction with minimal existing evidence (9 articles). Computational support suggests this warrants investigation.,9 PubMed article(s) - limited literature; Supported by 5 independent AI pillars; Moderate FAERS signal: 430 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.70)
Lupus,Dexamethasone,DB01234,HIGH,KNOWN,0.54,False,1.1475,4,392,344,1,4,moderate,965,312749,False,0,0,0,48,0,,14,0.7187,32,,of its anti-inflammatory and immunosuppressive properties.,"Known association with moderate evidence (392 articles, 4 trials). Already being studied.","4 clinical trial(s) found on ClinicalTrials.gov; 392 PubMed articles on this drug-disease pair; 1 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 965 adverse event reports mention drug-disease co-occurrence; Supporting paper with 48 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.72, 32 genetic targets)"
