drugbank_id	entity	smiles
DB06677	Compound::DB06677	CC1=CN=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=CC(=NC=C3)C4=NNN=N4)OCCO)OC5=CC=CC=C5OC
DB06678	Compound::DB06678	CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
DB06680	Compound::DB06680	CC12CC(C3=C4CCC(=O)C=C4CCC3C1CCC2(COC)OC)C5=CC=C(C=C5)C=NO
DB06682	Compound::DB06682	CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)OCCCCO[N+](=O)[O-]
DB06683	Compound::DB06683	CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F
DB06684	Compound::DB06684	C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N
DB06685	Compound::DB06685	CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)N(C2=O)C)O
DB06689	Compound::DB06689	CCCCCCCCC=CCCCCCCCC(=O)O.C(CO)N
DB06690	Compound::DB06690	[N-]=[N+]=O
DB06691	Compound::DB06691	CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
DB06693	Compound::DB06693	CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O
DB06694	Compound::DB06694	CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C
DB06695	Compound::DB06695	CCCCCCOC(=O)NC(=N)C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4
DB06696	Compound::DB06696	C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)NC(=O)C(CCN)O)N)N
DB06697	Compound::DB06697	CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C
DB06698	Compound::DB06698	CNCCC1=CC=CC=N1
DB06699	Compound::DB06699	CC(C)CC(C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CC2=CC=C(C=C2)NC(=O)N)NC(=O)C(CC3=CC=C(C=C3)NC(=O)C4CC(=O)NC(=O)N4)NC(=O)C(CO)NC(=O)C(CC5=CN=CC=C5)NC(=O)C(CC6=CC=C(C=C6)Cl)NC(=O)C(CC7=CC8=CC=CC=C8C=C7)NC(=O)C
DB06700	Compound::DB06700	CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O
DB06701	Compound::DB06701	COC(=O)C(C1CCCCN1)C2=CC=CC=C2
DB06702	Compound::DB06702	CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
DB06703	Compound::DB06703	C1CN(CCN(CCN(CCN1CC(=O)[O-])CC(=O)[O-])C(CO)C(CO)O)CC(=O)[O-].[Gd+3]
DB06704	Compound::DB06704	C1=CC(=CC(=C1)I)CN=C(N)N
DB06705	Compound::DB06705	C1CC(CCC1OP(=O)([O-])OCC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])(C2=CC=CC=C2)C3=CC=CC=C3.[Na+].[Na+].[Na+].[Gd+3]
DB06706	Compound::DB06706	CC(CCC=C(C)C)NC
DB06707	Compound::DB06707	CC(C(C1=CC(=C(C=C1)O)O)O)N
DB06708	Compound::DB06708	CCCCN(CCCC)CC(C1=CC(=CC2=C1C3=C(C2=CC4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O
DB06709	Compound::DB06709	CC(C[N+](C)(C)C)OC(=O)C
DB06710	Compound::DB06710	CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C
DB06711	Compound::DB06711	C1CN=C(N1)CC2=CC=CC3=CC=CC=C32
DB06712	Compound::DB06712	CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C
DB06713	Compound::DB06713	CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=NO)CCC34
DB06714	Compound::DB06714	CC(CC1CCCCC1)NC
DB06715	Compound::DB06715	[K+].[I-]
DB06716	Compound::DB06716	CC(C)C1=C(C(=CC=C1)C(C)C)OCOP(=O)(O)O
DB06717	Compound::DB06717	CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NN(C(=O)N3)P(=O)(O)O)C4=CC=C(C=C4)F
DB06718	Compound::DB06718	CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C
DB06721	Compound::DB06721	CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)C=NOC(C)(C)C)O
DB06723	Compound::DB06723	[OH-].[OH-].[OH-].[Al+3]
DB06724	Compound::DB06724	C(=O)([O-])[O-].[Ca+2]
DB06725	Compound::DB06725	CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3
DB06726	Compound::DB06726	CCC1=CC=CC2=C1OC(=C2)C(CNC(C)(C)C)O
DB06727	Compound::DB06727	C1CCN2CC3CC(C2C1)CN4C3CCCC4
DB06728	Compound::DB06728	C1=CC=C(C=C1)N
DB06729	Compound::DB06729	C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N
DB06730	Compound::DB06730	CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34
DB06731	Compound::DB06731	C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F
DB06732	Compound::DB06732	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC4=CC=CC=C43
DB06733	Compound::DB06733	CC1CC(=CC=CC(C(OC(=O)C(=CC(=CC(C1O)C)C)OC)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)O)O)O)OC)C
DB06734	Compound::DB06734	CC1CC(=CC=CC(C(OC(=O)C(=CC(=CC(C1O)C)C)OC)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)OC(=O)C=CC(=O)NC3=C(CCC3=O)O)O)O)OC)C
DB06735	Compound::DB06735	CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3
DB06736	Compound::DB06736	C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl
DB06737	Compound::DB06737	CC(C1=CC2=C(C=C1)SC3=CC=CC=C3C(=O)C2)C(=O)O
DB06738	Compound::DB06738	CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O
DB06739	Compound::DB06739	CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C
DB06741	Compound::DB06741	C1=CC=C(C=C1)NC(=O)C=CC2=C(NC3=C2C(=CC(=C3)Cl)Cl)C(=O)O
DB06742	Compound::DB06742	C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O
DB06743	Compound::DB06743	CC1C(=O)OC2C1(C34C(=O)OC5C3(C2)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O
DB06744	Compound::DB06744	CC1C(=O)OC2C1(C34C(=O)OC5C3(C2O)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O
DB06748	Compound::DB06748	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)O)O)O)C
DB06749	Compound::DB06749	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C
DB06750	Compound::DB06750	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)OC6C(C(C(C(O6)CO)O)O)O)C
DB06751	Compound::DB06751	CCOC1=C(C=C(C=C1)C=C2C3=CC(=C(C=C3CCN2)OCC)OCC)OCC
DB06753	Compound::DB06753	C(C(Cl)(Cl)Cl)OP(=O)(O)O
DB06755	Compound::DB06755	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C
DB06756	Compound::DB06756	C[N+](C)(C)CC(=O)[O-]
DB06757	Compound::DB06757	[Mn+2]
DB06762	Compound::DB06762	CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1
DB06763	Compound::DB06763	CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)C)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)NC(C)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)CNC
DB06764	Compound::DB06764	C1CC(C2=CC=CC=C2C1)C3=NCCN3
DB06766	Compound::DB06766	CN1CCC(=C2C3=CC=CC=C3CCN4C2=NC=C4C=O)CC1
DB06767	Compound::DB06767	[NH4+].[Cl-]
DB06768	Compound::DB06768	CC(C(=O)[O-])O.[NH4+]
DB06769	Compound::DB06769	CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O
DB06770	Compound::DB06770	C1=CC=C(C=C1)CO
DB06771	Compound::DB06771	C1CCN(CC(C1)N)C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4CC4)F
DB06772	Compound::DB06772	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC
DB06774	Compound::DB06774	CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
DB06775	Compound::DB06775	C(CC(=O)O)C(C(=O)O)NC(=O)N
DB06777	Compound::DB06777	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
DB06778	Compound::DB06778	[O-]S(=O)(=O)[O-].[Cu+2]
DB06780	Compound::DB06780	CC(=O)OCC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
DB06781	Compound::DB06781	CCCC(=O)OC1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C(=O)COC(=O)C
DB06782	Compound::DB06782	C(C(CS)S)O
DB06783	Compound::DB06783	[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2].[Fe+2].[Fe+2].[Fe+3].[Fe+3].[Fe+3].[Fe+3]
DB06784	Compound::DB06784	C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Ga+3]
DB06785	Compound::DB06785	CCNC(=NCCCCC(C(=O)NC(CC(C)C)C(=O)NC(CCCCN=C(NCC)NCC)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CN=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C)NCC
DB06786	Compound::DB06786	CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C
DB06787	Compound::DB06787	C[N+]1(CCN(CC1)CC(C2CCCCC2)(C3=CC=CC=C3)O)C
DB06788	Compound::DB06788	CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC2=CN(C=N2)CC3=CC=CC=C3)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8.CC(=O)O.CC(=O)O
DB06789	Compound::DB06789	CCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)C
DB06791	Compound::DB06791	CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)N)C(=O)NC(C(C)O)C(=O)N
DB06792	Compound::DB06792	C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].[La+3].[La+3]
DB06793	Compound::DB06793	CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C
DB06794	Compound::DB06794	C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N
DB06795	Compound::DB06795	C1=CC(=CC=C1CN)S(=O)(=O)N
DB06796	Compound::DB06796	CC1=C(C(=CC(=N1)COP(=O)(O)O)CN(CCN(CC2=CC(=NC(=C2O)C)COP(=O)(O)O)CC(=O)[O-])CC(=O)[O-])O.[Mn+2]
DB06797	Compound::DB06797	CCC(C)C(C)(COC(=O)N)COC(=O)N
DB06799	Compound::DB06799	C1N2CN3CN1CN(C2)C3
DB06800	Compound::DB06800	C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6
DB06802	Compound::DB06802	C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N
DB06803	Compound::DB06803	C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
DB06804	Compound::DB06804	CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO
DB06807	Compound::DB06807	C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O
DB06809	Compound::DB06809	C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3
DB06810	Compound::DB06810	CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O
DB06811	Compound::DB06811	CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
DB06813	Compound::DB06813	C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
DB06814	Compound::DB06814	CC(CC1=CC2=C(C=C1)OCO2)NCC(C3=CC(=C(C=C3)O)O)O
DB06815	Compound::DB06815	C1=CC(=S)N(C=C1)O
DB06816	Compound::DB06816	CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C
DB06817	Compound::DB06817	CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F
DB06819	Compound::DB06819	C1=CC=C(C=C1)CCCC(=O)O
DB06820	Compound::DB06820	C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
DB06821	Compound::DB06821	COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
DB06823	Compound::DB06823	CC(C(=O)NCC(=O)O)S
DB06824	Compound::DB06824	C(CNCCNCCN)N
DB06825	Compound::DB06825	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8
DB06826	Compound::DB06826	CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)O)O)O
DB06827	Compound::DB06827	C1C(N=C(NC1O)N)C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)CO)NC(=O)CC(CCCN)N
DB06828	Compound::DB06828	C1=CN(C=C1)CCOC2=CC3=C(C=C2)NC=C3
DB06829	Compound::DB06829	C1CCC(CC1)NC2=CC=CC(=C2)C3=C(C(=C(S3)C(=O)O)OCC(=O)O)Br
DB06830	Compound::DB06830	CCCCCCC(O)(P(=O)(O)O)P(=O)(O)O
DB06831	Compound::DB06831	COC1=CC=CC=C1N2C(=NC3=C(C2=O)C(=CC=C3)Cl)CSC4=NC=NC5=C4NC=N5
DB06832	Compound::DB06832	C=CC1=C2C(=CC(=C1)O)N=C(O2)C3=CC(=C(C=C3)O)F
DB06833	Compound::DB06833	CC1=CC=C(C=C1)N2C=C(C3=CC=CC=C32)CNCC4CCCCC4
DB06834	Compound::DB06834	CC(C)(CO)NC(=O)C1=CC2=C(C=C1)N(C=C2C3=CC4=C(N3)N=CC=C4)C
DB06835	Compound::DB06835	CC(C)C(NS(=O)(=O)CCC1=CC=CC=C1)P(=O)(CC(C2=CC=CC(=C2)CN)C(=O)O)O
DB06836	Compound::DB06836	CC1=C(SC(=N1)NC(=O)C)C2=CC(=C(C=C2)Cl)S(=O)(=O)NCCO
DB06837	Compound::DB06837	C1C(C(C2=CC=CC=C21)NC(=O)C(CC3=CC(=CC=C3)O)CC(=O)NO)O
DB06838	Compound::DB06838	COC(=O)C(CC1=CC=CC=C1)N
DB06840	Compound::DB06840	B(C(CCCCN)N)(OCC)OCC
DB06841	Compound::DB06841	C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)[NH3+])C(=O)NC(CCCN=C(N)N)C(CCl)O
DB06842	Compound::DB06842	CCCCOC1=C(C=CC(=C1)CC2CNC(=O)N2)OC
DB06843	Compound::DB06843	CC1C(CC(O1)N2C=NC3=C(N=CN=C32)N)OP(=O)(O)O
DB06844	Compound::DB06844	C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=C4C(=NC3=O)C=CC5=C4SC=N5
DB06845	Compound::DB06845	C1CCC(C1)NCC(=O)N2CCCC2C(=O)NCC3=CC=C(C=C3)C(=N)N
DB06847	Compound::DB06847	CC1=C(C(=NC(=N1)N)N)C#CC(C)C2=CC(=C(C=C2)C3=CC=CC=C3)OC
DB06848	Compound::DB06848	CSC1=C2C=CC=CC2=C(S1)C(=O)N3CCC4(CC3)COC5=C4C=C(C=C5)CN
DB06849	Compound::DB06849	C1CN(CCC12COC3=C2C=C(C=C3)CN)C(=O)C=CC4=CC=CC=C4
DB06850	Compound::DB06850	C1CCC(CC1)NCC(=O)N2CCCC2C(=O)NCC3=CC=C(C=C3)C(=N)N
DB06851	Compound::DB06851	C1=CC=C(C=C1)NCC2=CN=CC=C2
DB06852	Compound::DB06852	C1CN2CCC1C(C2)NC3=C(C(=O)NC4=C3C=C(C=C4)Cl)C5=NC6=CC=CC=C6N5
DB06853	Compound::DB06853	C1CCCC(CC1)NCC(=O)N2CCCC2C(=O)NCC3=CC=C(C=C3)C(=N)N
DB06855	Compound::DB06855	CC(C)COC1=CC=CC(=C1O)C2=NC3=C(N2)C=C(C(=C3)C(=N)N)F
DB06856	Compound::DB06856	CC1CCCCC1OC2=CC=CC(=C2O)C3=CC4=CC(=C(C=C4N3)F)C(=N)N
DB06857	Compound::DB06857	CC1=CC(=C(C(=C1)I)O)C(=O)NC2=CC(=C(C=C2)C(=N)N)Cl
DB06858	Compound::DB06858	C1CCCC(CCC1)NCC(=O)N2CCCC2C(=O)NCC3=CC=C(C=C3)C(=N)N
DB06859	Compound::DB06859	C=CCN(C1CCCC1)C(=O)C2=CC(=CC(=C2)Cl)OCCCON=C(N)N
DB06860	Compound::DB06860	CC1=C2C(=CC=C1)C(=O)N(C2=O)C3=CC(=NC=C3)Cl
DB06861	Compound::DB06861	C1CC(C(C1)O)C(CCCCC(=N)N)C=O
DB06862	Compound::DB06862	C1=CC(=C(C=C1S(=O)(=O)NCCS)C(=O)O)O
DB06864	Compound::DB06864	C1=CC(C(C(=C1)C(=O)CCC(=O)O)C(=O)O)O
DB06865	Compound::DB06865	C1C(C(C2=C1C=CC(=C2)C3=CC=C(C=C3)O)C(CCCCC(=N)N)C(=O)O)O
DB06866	Compound::DB06866	COC1=CC=CC(=C1)C2=CC3=C(C=C2)C(C(C3)O)C(CCCCC(=N)N)C(=O)O
DB06867	Compound::DB06867	CCOCCOCCOCCOCCOCCOCC
DB06868	Compound::DB06868	CC(C)CCC(=O)N1CCCC1C(=O)NCC2=CC(=CC=C2)Cl
DB06869	Compound::DB06869	CCNC(=O)COC1=C(C=C(C=C1)Cl)CNC(=O)C2CCCN2C(=O)C(C3CCCCC3)N
DB06870	Compound::DB06870	CCC1(CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)CC)O
DB06871	Compound::DB06871	CC12CCC3=C(C1CCC2(C)O)C=CC4=C3C=CC(=C4)O
DB06872	Compound::DB06872	C1=CC=C(C=C1)SC2=CN(C(=O)NC2=O)COCCO
DB06873	Compound::DB06873	C1=CC=C(C=C1)COC2=CC=CC(=C2)CC3=CN(C(=O)NC3=O)COCCO
DB06874	Compound::DB06874	CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)CO)NC3=CC=C(C=C3)C#N)C)C#N
DB06875	Compound::DB06875	C1=CC(=CC2=C(C=C(C=C21)C3=CC(=C(C=C3)O)F)C#N)O
DB06876	Compound::DB06876	CN1CCN(CC1)C2=CC=C(C=C2)C3=CC4=C(NC=C4NC(=O)C5=CN=CC=C5)N=C3
DB06877	Compound::DB06877	CN(C)C(=O)C1=CC(=CN1)C2=C(C=NN2)C3=CC=CC=C3
DB06878	Compound::DB06878	CCC(C(=O)N1CCCC1C(=O)NCC2=CC(=CC=C2)Cl)N
DB06879	Compound::DB06879	CCN1C2=C(C=CC(=C2C(=NC13CCN(CC3)C(=O)C4=CN=C(CC4)C#N)N)F)F
DB06880	Compound::DB06880	CC#CC1CCC(N1C(=O)C(C2CCCC2)N)CN
DB06881	Compound::DB06881	CCCC(=O)C(=COP(=O)(O)O)O
DB06882	Compound::DB06882	CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC3=CC=CC=C32)C4=CC=CC(=C4)N
DB06883	Compound::DB06883	CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC=C2)C3=CC=CC(=C3)N
DB06884	Compound::DB06884	CC(C)C1=CC=C(C=C1)CNNC(=O)C2=CC=C(C=C2)O
DB06885	Compound::DB06885	C1=CC=C(C(=C1)C=NOCCC(=O)O)C(F)(F)F
DB06886	Compound::DB06886	CC(C(CC1=CC=CC=C1)NC(=O)C2CCCN2C(=O)C(C)NC(=O)OCC3=CC=CC=C3)O
DB06887	Compound::DB06887	CC(C)(C)OC(=O)N1CC2=C(CC1C(=O)NC)C=CC(=C2)NS(=O)(=O)O
DB06888	Compound::DB06888	CC1CC2CN1CCN3C(=O)C4=C(N3)C(=CC=C4)C5=NC6=C(C=CC=C6O2)NC5=O
DB06889	Compound::DB06889	C1CCC2=C(C1)C3=C(S2)N=CN(C3=O)CC4=NNN=N4
DB06890	Compound::DB06890	CCC(C1=CC=CC=C1)C(=O)NC2=CC=NC=C2
DB06891	Compound::DB06891	C1=C(C=C(C(=C1F)N)Cl)S(=O)(=O)NC2=NN=C(S2)S(=O)(=O)N
DB06892	Compound::DB06892	C1=CC(=C(C=C1I)F)N=C2C(C(=CC=C2C(=O)NOCCO)F)F
DB06893	Compound::DB06893	CCCCCCCCCCS(=O)(=O)O
DB06894	Compound::DB06894	CCCCCCCCCCCCO
DB06896	Compound::DB06896	C1=CN(C(=O)C(=C1)C(=O)NC2=CC(=C(C=C2)OC3=C4C=CNC4=NC=C3)F)C5=CC=C(C=C5)F
DB06897	Compound::DB06897	CC(C1=CC=CC=C1)NC2=NC=C3C(=C2)C(=NO3)C4=CC(=CC(=C4)CCCO)Cl
DB06898	Compound::DB06898	CN1C2=C(N=CC(=C2)C3=CC=C(C=C3)O)N=C1N
DB06899	Compound::DB06899	CCC1=C(C(=NC(=N1)N)N)C2=CC3=C(C=C2)SC(C(=O)N3CCNC(=O)C)(C)C
DB06900	Compound::DB06900	C1=CC(=CC=C1CO)N=C(N)N
DB06901	Compound::DB06901	C=CCC(C=O)C1CCCC1O
DB06902	Compound::DB06902	CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)O
DB06903	Compound::DB06903	CC1CCC2C13CC(CC3C=C2C(=O)O)(C)C
DB06904	Compound::DB06904	CC(C(C=O)C1NC(=CS1)C(=O)OCC=C)OC(=O)C
DB06905	Compound::DB06905	CC(C=C(C)C=CC(C(C)C(=O)O)N)C(CC1=CC=CC=C1)OC
DB06906	Compound::DB06906	CCOC(=O)C1=CN=C(NC1=O)N
DB06907	Compound::DB06907	C1=CC(=C(C(=C1)Cl)C2=NC3=C(O2)C=C(C=C3)C(=O)O)Cl
DB06908	Compound::DB06908	CCOC(CC1=CC2=C(C=C1)N(C=C2)CC3=C(OC(=N3)C4=CC=CC=C4Cl)C)C(=O)O
DB06909	Compound::DB06909	CCN1C2=NC=C(C(=C2C=N1)NC3CCOCC3)C(=O)NCC4=CC=CC=C4
DB06910	Compound::DB06910	C=CCN1C(C(C(C(N(C1=O)CC=C)CC2=CC=CC=C2)O)O)CC3=CC=CC=C3
DB06911	Compound::DB06911	CC(C)CC(C(=O)N1CCCC1C(=O)NCC2=CC(=CC=C2)Cl)N
DB06912	Compound::DB06912	C(CC=C(CCC=C(CCC=O)C=O)C=O)CC=O
DB06913	Compound::DB06913	C1=C(C=C(C=C1C(F)(F)F)NC(C(C#N)C(=O)N)S)C(F)(F)F
DB06914	Compound::DB06914	C1COC(O1)(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3
DB06916	Compound::DB06916	CC1=CC(=NC(=N1)N2C=CN=C2)N3CCCC3C(=O)NCCC4=CC5=C(C=C4)OCO5
DB06917	Compound::DB06917	C1=CC(=CC=C1C(=O)C2=CC=NC=C2)F
DB06918	Compound::DB06918	CC1=CC=CC=C1C2=CC3=C(N2)C=C(C=C3)C(=N)N
DB06919	Compound::DB06919	C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)N)C(=O)NCC3=CC(=CC=C3)Cl
DB06920	Compound::DB06920	COC1CC(N(C1)C(=O)NC2=CC=C(C=C2)Cl)C(=O)NC3=C(C=C(C=C3)N4C=CC=CC4=O)F
DB06921	Compound::DB06921	CC(C)C(NS(=O)(=O)C1=CC=CC=C1)P(=O)(CC(C2=CC=CC(=C2)CN)C(=O)O)O
DB06922	Compound::DB06922	C1=CC=C2C(=C1)C=CC=C2CC(C(=O)O)N3C(=O)C4=C(C3=O)C=C(C=C4)C(=O)O
DB06923	Compound::DB06923	CC1=CC(=CC=C1)C2=CC3=C(N2)C=CC(=C3)C(=N)N
DB06924	Compound::DB06924	C1=CC=C(C=C1)CC(C[N+](=O)[O-])C(=O)O
DB06925	Compound::DB06925	CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CC4=CN=C(N=C4C=C3)N
DB06926	Compound::DB06926	CCCCCC(C=CC=CCCCCCCCC(=O)O)O
DB06927	Compound::DB06927	C1=CC(=CC=C1C2=CC3=CC(=CC(=C3O2)CC#N)O)O
